Subsystem,Signal / Tag Name,Description,OPC-UA Node Address,Data Type,Eng Units,Signal Source,Scaling / Derivation,Sensor Span Min,Sensor Span Max,Nominal Value,Desired Range Min,Desired Range Max,Low Interlock (Trip),Low-Low,Low,High,High-High,High Interlock (Trip),Alarm Deadband / Hysteresis,Alarm On-Delay (s),Interlock Action,DCS Access,Historize?,Min Historization Rate (ms),Poll / Scan Rate (ms),Notes,Control Owner
Readout Stream,ThrottleEventCount,Cumulative throttling events.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.ThrottleEventCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Readout Stream,DataPathStale,Readout datapath heartbeat/counters are not advancing as expected.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Stream.DataPathStale,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; DAQ owns data-path recovery | INSTANCE=one per DAPHNE board | SOURCE=InfoResponse.StreamInfo plus required gateware/Hermes health | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout readiness | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,Provisioned,10 GbE lane is provisioned for this board.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.Provisioned,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,Enabled,Lane transmitter is enabled.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.Enabled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,LinkReady,Lane clock/reset/PCS path is ready.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.LinkReady,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,LocalFault,10 GbE local fault indication.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.LocalFault,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,RemoteFault,10 GbE remote fault indication.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.RemoteFault,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,TxPacketCount,Cumulative packets on this lane.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.TxPacketCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,TxByteCount,Cumulative bytes on this lane.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.TxByteCount,Long,byte,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,ErrorCount,Cumulative lane/PCS errors.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.ErrorCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,DestinationIp,Configured DAQ destination IP.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.DestinationIp,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,DestinationPort,Configured DAQ destination UDP port.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.DestinationPort,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
10GbE Readout,MtuBytes,Configured jumbo-frame MTU.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Readout.Links.{DataLink}.MtuBytes,Integer,byte,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ supplies the readout-link profile through the OPC-UA gateway and monitors the data plane; SC receives health readback | INSTANCE=per provisioned 10 GbE data lane; hardware supports up to four | SOURCE=Hermes/10GbE gateware health contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Readout link fault | INTERLOCK=No | CONTROL_OWNER=DAQ,DAQ
Operation,RequestSafeState,Method: Request the agreed DAPHNE safe state without supplying a competing run configuration.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.RequestSafeState,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Slow Controls/DPS | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=Baseline controlled | STATES=Normal, Running, Fault | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls / DPS | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.",Slow Controls / DPS
Operation,AcknowledgeRecovery,Method: Acknowledge SC recovery conditions; DAQ must still perform a fresh configure.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.AcknowledgeRecovery,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Slow Controls | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=Baseline controlled | STATES=Recovery | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,Slow Controls
Operation,ConfigureRun,Method: Apply the complete versioned DAPHNE run configuration from the authenticated DAQ OPC-UA role.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureRun,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only; not an Ignition operator button | STATES=Configure/Calibration | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,ConfigureClocks,Method: Apply endpoint address/clock-source configuration and bounded resets.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureClocks,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ/DTS; PDS expert in maintenance | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ/DTS OPC-UA roles only | STATES=Configure/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ / DTS | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ / DTS
Operation,ConfigureFrontend,Method: Apply DAQ-owned AFE and per-channel configuration atomically/staged.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureFrontend,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only; not a casual operator write | STATES=Configure/Calibration | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,SetControlledBias,Method: Set the DAQ-owned numerical AFE bias target using the bounded closed-loop controller; SC separately owns bias enable and permits.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetControlledBias,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only; requires SC/DPS permit | STATES=Configure/Calibration | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,SetAfePowerState,Method: Set SC-owned AFE global power state with preflight and readback.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetAfePowerState,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Slow Controls; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=SC OPC-UA role only | STATES=Off/Standby/Configure/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,Slow Controls
Operation,ResetAfe,Method: Perform a DAQ configuration reset of an AFE and verify postconditions.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ResetAfe,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ; PDS expert in maintenance | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only | STATES=Configure/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,AlignAfes,Method: Run DAQ-owned AFE delay/bitslip alignment and return selected settings.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.AlignAfes,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ; PDS expert in maintenance | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only | STATES=Configure/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,SetHdMezzPowerStates,Method: Set paired 5 V and 3.3 V HD-mezzanine rail requests.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetHdMezzPowerStates,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Slow Controls | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=Baseline controlled after commissioning | STATES=Off/Standby/Configure/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,Slow Controls
Operation,ConfigureHdMezzProtection,Method: Configure shunts/current scales/shutdown limits.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ConfigureHdMezzProtection,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=EXCLUDED FROM ROUTINE DCS | AUTHORITY=Slow Controls with PDS expert role | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=SC expert only | STATES=Maintenance only | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,Slow Controls
Operation,ClearHdMezzAlert,Method: Clear cached/latching HD-mezzanine alert only after the cause is removed.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ClearHdMezzAlert,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=Slow Controls with PDS expert role where required | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=SC OPC-UA role; restricted | STATES=Recovery/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,Slow Controls
Operation,SetFanOverride,Method: Apply a bounded maintenance fan PWM override; automatic control is default.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetFanOverride,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=EXCLUDED FROM ROUTINE DCS | AUTHORITY=Slow Controls with PDS expert role | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=SC expert only | STATES=Maintenance only | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=Slow Controls | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,Slow Controls
Operation,ScrapEndpoint,"Method: Release DAQ resources, disable data links and restore the agreed non-taking analog profile without changing SC-owned power.",nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.ScrapEndpoint,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only | STATES=Stopped/Configure | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,SoftwareTrigger,Method: Issue a diagnostic software trigger.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SoftwareTrigger,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ; PDS expert in maintenance | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role; not routine DCS | STATES=Calibration/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,SetSpyTriggerControl,"Method: Atomically set the spy-buffer source selector and inhibit using inhibit, wait at least five 62.5 MHz clocks, change source, wait again, then release inhibit when requested.",nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.SetSpyTriggerControl,String,N/A,Direct,None,N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),N/A (write-only method),"Reject without DAQ/expert authority or outside an allowed state; execute inhibit, wait >=5 acquisition clocks, select, wait >=5 clocks, apply the requested final inhibit, and verify both readbacks.",Write-Only,No,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ; PDS expert in maintenance | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role only | STATES=Configure/Calibration/Maintenance | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,DumpSpyBuffers,Method: Request a bounded diagnostic waveform dump.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.DumpSpyBuffers,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=EXCLUDED FROM ROUTINE DCS | AUTHORITY=DAQ; PDS expert in maintenance | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=DAQ OPC-UA role; excluded from routine DCS | STATES=Maintenance/Calibration | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=DAQ | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,DAQ
Operation,WriteAfeRegister,Method: Raw AFE register write.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Operations.Methods.WriteAfeRegister,String,N/A,Direct,None,,,,,,,,,,,,,,,Write-Only,No,On-Change,1000,STATUS=EXCLUDED FROM ROUTINE DCS | AUTHORITY=PDS expert | INSTANCE=one per DAPHNE board | SOURCE=Workbook-driven OPC-UA policy; gateway backend adapter where mapped | EXPOSURE=Excluded from routine DCS | STATES=Maintenance only | ALARM=Command audit | INTERLOCK=Guarded | CONTROL_OWNER=PDS expert (maintenance only) | Method result is acceptance/rejection; physical completion requires Operations.LastCommand* and the named readbacks.,PDS expert (maintenance only)
